URL,Version,Status,OIDs,Name,Title,Description,Used
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/artemis-prototype-devices-cs,0.7.0,active,,ArtemisPrototypeDevicesCS,Artemis Prototype Devices,"Developmental and test hardware not yet flight-certified: demo units, ground analogs, next-generation prototypes, and planned LunaNet, surface mobility, habitat, logistics, ISRU, and surface power infrastructure elements","ValueSet/artemis-prototype-devices-vs,ValueSet/artemis-all-devices-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/artemis-radiation-measure-cs,0.7.0,active,,ArtemisRadiationMeasureCS,Artemis Radiation Measures,"Observation and component codes used by the ArtemisRadiationExposure profile: dose measures and the contextual components (radiation source, shielding condition, tissue type). Radiation source values come from SpaceRadiationTypeCS.","ValueSet/artemis-radiation-measure-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/behavioral-biomarker-cs,0.7.0,active,,BehavioralBiomarkerCS,Behavioral Biomarker Code System,"Codes for physiologic and digital biomarkers related to behavioral health and stress.","ValueSet/cognitive-performance-indicators-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/bfrt-device-type-cs,0.7.0,active,,BFRTDeviceTypeCS,BFRT Device Type Code System,"Types of blood flow restriction devices","ValueSet/bfrt-device-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/bfrt-outcome-cs,0.7.0,active,,BFRTOutcomeCS,BFRT Outcome Code System,"Outcome measures for blood flow restriction training effectiveness","ValueSet/bfrt-outcome-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/bfrt-protocol-cs,0.7.0,active,,BFRTProtocolCS,BFRT Protocol Code System,"Blood flow restriction training protocol types for microgravity exercise countermeasures","ValueSet/bfrt-protocol-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/biomanufacturing-process-cs,0.7.0,active,,BiomanufacturingProcessCS,Biomanufacturing Process Code System,"Biomanufacturing processes for in-situ resource utilization and life support","ValueSet/biomanufacturing-process-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/bliss-output-cs,0.7.0,active,,BLiSSOutputCS,BLiSS Output Code System,"Bioregenerative Life Support System (BLiSS) output types","ValueSet/bliss-output-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/bone-density-method-cs,0.7.0,active,,BoneDensityMethodCS,Bone Density Method Code System,"Methods for bone mineral density measurement in spaceflight","ValueSet/bone-density-method-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/calorie-deficit-risk-cs,0.7.0,active,,CalorieDeficitRiskCS,Calorie Deficit Risk Levels,"Risk categorization for caloric deficits","ValueSet/calorie-deficit-risk-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/cardiac-monitoring-cs,0.7.0,active,,CardiacMonitoringCS,Cardiac Monitoring Code System,"Cardiac monitoring parameters for spaceflight ECG assessment","ValueSet/cardiac-monitoring-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/cgm-device-type-cs,0.7.0,active,,CGMDeviceTypeCS,CGM Device Type Code System,"Types of continuous glucose monitoring devices","ValueSet/cgm-device-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/cgm-metrics-cs,0.7.0,active,,CGMMetricsCS,Continuous Glucose Monitoring Metrics Code System,"Standardized CGM metrics for spaceflight metabolic monitoring","ValueSet/cgm-metrics-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/circadian-assessment-cs,0.7.0,active,,CircadianAssessmentCS,Circadian Rhythm Assessment Code System,"Parameters for circadian rhythm assessment in spaceflight","ValueSet/circadian-assessment-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/circadian-phase-cs,0.7.0,active,,CircadianPhaseCS,Circadian Phase Code System,"Circadian rhythm phases for contextualizing temperature and physiological measurements","ValueSet/circadian-phase-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/crewed-mars-missions-cs,0.7.0,active,,CrewedMarsMissionsCS,Human Mars Mission Plans,"Proposed or conceptual human mission architectures to Mars (Mars Direct, NASA DRMs, SpaceX, etc.)","ValueSet/crewed-mars-missions-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/dcs-risk-cs,0.7.0,active,,DCSRiskCS,Decompression Sickness Risk Code System,"Decompression sickness risk factors and outcomes for EVA risk assessment","ValueSet/dcs-risk-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/decompression-protocol-cs,0.7.0,active,,DecompressionProtocolCS,Decompression Protocols and Procedures,"Standardized decompression protocols and safety procedures","ValueSet/decompression-procedures-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/diving-medicine-cs,0.7.0,active,,DivingMedicineCS,Diving Medicine Code System,"Medical codes specific to diving medicine and hyperbaric treatments","ValueSet/diving-medical-examinations-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/emergency-response-cs,0.7.0,active,,EmergencyResponseCS,Emergency Response Code System,"Emergency response and evacuation options for spaceflight","ValueSet/emergency-response-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/eva-suit-state-cs,0.7.0,active,,EVASuitStateCS,EVA Suit State Code System,"Operational states of EVA suit systems","ValueSet/eva-suit-state-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/expanded-specimen-type-cs,0.7.0,active,,ExpandedSpecimenTypeCS,Expanded Specimen Type Code System,"Specimen types for astronaut biobank and multi-omics analysis","ValueSet/expanded-specimen-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/gravity-context-cs,0.7.0,active,,GravityContextCS,Gravity Context Code System,"Gravitational environment contexts for observations and procedures","ValueSet/gravity-context-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/graybiel-severity-cs,0.7.0,active,,GraybielSeverityCS,Graybiel Motion Sickness Severity Scale,"Modified Graybiel scale for grading motion sickness severity in spaceflight","ValueSet/graybiel-severity-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/hydration-type-cs,0.7.0,active,,HydrationTypeCS,Hydration Product Types,"Types of hydration products used in space","ValueSet/hydration-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/hyperbaric-capabilities-cs,0.7.0,active,,HyperbaricCapabilitiesCS,Hyperbaric Chamber Capabilities,"Capabilities and services available in hyperbaric chambers","ValueSet/hyperbaric-capabilities-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/hyperbaric-chamber-type-cs,0.7.0,active,,HyperbaricChamberTypeCS,Hyperbaric Chamber Types,"Types of hyperbaric chambers","ValueSet/hyperbaric-chamber-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/ijv-flow-grade-cs,0.7.0,active,,IJVFlowGradeCS,IJV Flow Grade Code System,"Internal jugular vein flow grading system based on spectral pulse-wave Doppler assessment","ValueSet/ijv-flow-grade-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/immune-biomarker-cs,0.7.0,active,,ImmuneBiomarkerCS,Immune Biomarker Code System,"Immune function biomarkers monitored during spaceflight","ValueSet/immune-biomarker-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/isolation-syndrome-factor-cs,0.7.0,active,,IsolationSyndromeFactorCS,Isolation Syndrome Factor Code System,"Factors contributing to isolation, confinement, and psychosocial risk in aerospace missions.","ValueSet/isolation-syndrome-factors-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/location-capabilities-cs,0.7.0,active,,LocationCapabilitiesCS,Location Capabilities Code System,"Capabilities and services available at aerospace medicine locations","ValueSet/location-capabilities-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/location-type-cs,0.7.0,active,,LocationTypeCS,Aerospace Location Type,"Types of locations used in lunar and planetary mission records (landing sites, orbital stations, surface habitats, outposts, analog facilities)","ValueSet/location-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/macronutrient-metrics-cs,0.7.0,active,,MacronutrientMetricsCS,Macronutrient Metrics,"Measurement types for macronutrient tracking","ValueSet/macronutrient-metrics-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mars-certified-devices-cs,0.7.0,active,,MarsCertifiedDevicesCS,Mars Mission Devices - Certified,"Flight-qualified hardware and systems operational or used in Mars mission planning (ISS heritage, Orion, etc.)","ValueSet/mars-certified-devices-vs,ValueSet/mars-all-devices-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mars-landing-sites-cs,0.7.0,active,,MarsLandingSitesCS,Mars Landing Sites (Candidate),"Candidate landing sites for human Mars missions with areographic coordinates and site characteristics","ValueSet/mars-landing-sites-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mars-missions-cs,0.7.0,active,,MarsMissionsCS,Mars Missions,"NASA and international missions to Mars (robotic and conceptual human missions)","ValueSet/mars-missions-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mars-prototype-devices-cs,0.7.0,active,,MarsPrototypeDevicesCS,Mars Mission Devices - Prototype,"Developmental or conceptual hardware for Mars missions (prototypes, test articles, planned systems)","ValueSet/mars-all-devices-vs,ValueSet/mars-prototype-devices-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/microbial-contaminant-type-cs,0.7.0,active,,MicrobialContaminantTypeCS,Microbial Contaminant Type Code System,"Types of microbial contamination relevant to planetary protection","ValueSet/microbial-contaminant-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/microgravity-countermeasure-cs,0.7.0,active,,MicrogravityCountermeasureCS,Microgravity Countermeasure Code System,"Countermeasure interventions for microgravity-induced cardiovascular and fluid shift effects","ValueSet/microgravity-countermeasure-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mission-phase-cs,0.7.0,active,,MissionPhaseCS,Mission Phase Code System,"Phases of a space mission for temporal context of clinical observations","ConceptMap/MissionPhaseToNASAMissionPhase,ValueSet/mission-phase-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mrid-launch-context-name-cs,0.7.0,active,,MRIDLaunchContextNameCS,MRID Launch Context Name CodeSystem,"Names for launch context variables","ValueSet/mrid-launch-context-name-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/mrid-launch-context-type-cs,0.7.0,active,,MRIDLaunchContextTypeCS,MRID Launch Context Type CodeSystem,"FHIR resource types for launch context","ValueSet/mrid-launch-context-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-data-archive-cs,0.7.0,active,,NASADataArchiveCS,NASA Medical Data Archive Systems,"Data archive and delivery systems for NASA medical data.","ValueSet/nasa-data-archive-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-medical-facility-cs,0.7.0,active,,NASAMedicalFacilityCS,NASA Medical Facility Locations,"Medical testing facility locations for NASA medical requirements.","ValueSet/nasa-medical-facility-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-medical-hardware-cs,0.7.0,active,,NASAMedicalHardwareCS,NASA Medical Hardware,"Medical equipment and hardware used in NASA medical requirements.","ValueSet/nasa-medical-hardware-vs,ValueSet/nasa-exercise-equipment-vs,ValueSet/nasa-cardiovascular-equipment-vs,ValueSet/nasa-radiation-equipment-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-medical-roles-cs,0.7.0,active,,NASAMedicalRolesCS,NASA Medical Personnel Roles,"Personnel roles involved in NASA medical requirements.","ValueSet/iss-crewmember-type-vs,ValueSet/nasa-medical-roles-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-mission-phase-cs,0.7.0,active,,NASAMissionPhaseCS,NASA Mission Phase Timing,"Mission phases and timing codes for medical requirements scheduling.","ValueSet/nasa-mission-phase-vs,ConceptMap/MissionPhaseToNASAMissionPhase"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-mrid-discipline-cs,0.7.0,active,,NASAMRIDDisciplineCS,NASA MRID Medical Disciplines,"Medical disciplines categorizing NASA Medical Requirements Integration Documents.","ValueSet/nasa-mrid-discipline-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-mrid-sponsor-cs,0.7.0,active,,NASAMRIDSponsorCS,NASA MRID Sponsor Organizations,"Organizations that sponsor medical requirements within NASA's Medical Requirements Integration Documents.","ValueSet/nasa-mrid-sponsor-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-schedule-offset-cs,0.7.0,active,,NASAScheduleOffsetCS,NASA Schedule Offset Notation,"L-minus and R-plus notation codes for mission timeline scheduling.","ValueSet/nasa-schedule-offset-vs,ValueSet/nasa-postflight-offset-vs,ValueSet/nasa-preflight-offset-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nasa-standard-measures-cs,0.7.0,active,,NASAStandardMeasuresCS,NASA Spaceflight Standard Measures Code System,"Standardized assessments from the NASA Spaceflight Standard Measures program","ValueSet/nasa-standard-measures-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/neutral-buoyancy-training-cs,0.7.0,active,,NeutralBuoyancyTrainingCS,Neutral Buoyancy Training Code System,"Specialized codes for neutral buoyancy training activities and assessments","ValueSet/neutral-buoyancy-training-activities-vs,ValueSet/underwater-training-procedures-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/nutrition-inventory-status-cs,0.7.0,active,,NutritionInventoryStatusCS,Nutrition Inventory Status,"Status levels for nutrition inventory management","ValueSet/nutrition-inventory-status-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/operational-status-cs,0.7.0,active,,OperationalStatusCS,Operational Status Code System,"Operational status codes for facilities and vehicles","ValueSet/operational-status-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/organ-chip-type-cs,0.7.0,active,,OrganChipTypeCS,Organ-on-Chip Type Code System,"Types of organ-on-chip (microphysiological systems) used in the AVATAR investigation","ValueSet/organ-chip-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/parabolic-flight-phase-cs,0.7.0,active,,ParabolicFlightPhaseCS,Parabolic Flight Phase Code System,"Phases of a parabolic flight maneuver used in microgravity research","ValueSet/parabolic-flight-phase-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/planetary-protection-category-cs,0.7.0,active,,PlanetaryProtectionCategoryCS,Planetary Protection Category Code System,"COSPAR planetary protection categories for mission classification","ValueSet/planetary-protection-category-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/psychological-countermeasure-cs,0.7.0,active,,PsychologicalCountermeasureCS,Psychological Countermeasure Code System,"Codes for psychological countermeasure interventions in aerospace missions.","ValueSet/stress-countermeasures-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/radiation-countermeasures-cs,0.7.0,active,,RadiationCountermeasuresCS,Radiation Countermeasures Code System,"Protective measures against space radiation","ValueSet/radiation-countermeasures-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/radiation-detector-type-cs,0.7.0,active,,RadiationDetectorTypeCS,Radiation Detector Type Code System,"Types of radiation detection equipment","ValueSet/dosimeter-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/radioprotective-medication-cs,0.7.0,active,,RadioprotectiveMedicationCS,Radioprotective Medication Code System,"Radioprotective and antioxidant medications for space radiation countermeasures","ValueSet/radioprotective-medication-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/regulatory-compliance-cs,0.7.0,active,,RegulatoryComplianceCS,Diving and Space Medicine Regulatory Compliance,"Regulatory standards and compliance codes for diving and space medicine","ValueSet/regulatory-standards-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/sans-assessment-cs,0.7.0,active,,SANSAssessmentCS,SANS Assessment Code System,"Parameters for Spaceflight-Associated Neuro-ocular Syndrome assessment","ValueSet/sans-assessment-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/shielding-condition-cs,0.7.0,active,,ShieldingConditionCS,Shielding Condition,"Qualitative radiation shielding condition of the crew at the time of a radiation exposure measurement","ValueSet/shielding-condition-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/sleep-architecture-cs,0.7.0,active,,SleepArchitectureCS,Sleep Architecture Code System,"Sleep architecture parameters measured during spaceflight sleep studies","ValueSet/sleep-architecture-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-adverse-event-cs,0.7.0,active,,SpaceAdverseEventCS,Space Adverse Event Code System,"Adverse events associated with antiemetic and countermeasure medications in spaceflight","ValueSet/space-adverse-event-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-anemia-cs,0.7.0,active,,SpaceAnemiaCS,Space Anemia Code System,"Parameters for spaceflight-associated anemia assessment","ValueSet/space-anemia-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-blood-product-cs,0.7.0,active,,SpaceBloodProductCS,Space Blood Product Code System,"Blood products adapted for spaceflight and austere environment use","ValueSet/space-blood-product-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-emergency-type-cs,0.7.0,active,,SpaceEmergencyTypeCS,Space Emergency Type Code System,"Types of emergency situations during spaceflight operations","ValueSet/space-emergency-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-exercise-modality-cs,0.7.0,active,,SpaceExerciseModalityCS,Space Exercise Modality Code System,"Spaceflight-specific exercise modalities used in microgravity and partial gravity environments (e.g., ISS treadmill, ARED resistive training, artificial gravity).","ValueSet/space-exercise-modality-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-motion-sickness-cs,0.7.0,active,,SpaceMotionSicknessCS,Space Motion Sickness Code System,"Types of motion sickness encountered in space travel and related vestibular disorders","ValueSet/space-motion-sickness-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-nutrition-type-cs,0.7.0,active,,SpaceNutritionTypeCS,Space Nutrition Product Types,"Types of nutritional products used in space missions","ValueSet/space-nutrition-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-omics-type-cs,0.7.0,active,,SpaceOmicsTypeCS,Space Omics Type Code System,"Multi-omics analysis types for astronaut molecular profiling","ValueSet/space-omics-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-performance-metric-cs,0.7.0,active,,SpacePerformanceMetricCS,Space Exercise Performance Metric Code System,"Key performance metrics for space-based exercise sessions (e.g., power output, VO2 surrogate, effective ground reaction force).","ValueSet/space-performance-metric-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-pocus-type-cs,0.7.0,active,,SpacePOCUSTypeCS,Space POCUS Type Code System,"Point-of-care ultrasound examination types for austere spaceflight environments","ValueSet/space-pocus-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-radiation-cs,0.7.0,active,,SpaceRadiationCS,Space Radiation Code System,"Measurement, dose-accumulation, organ-dose, detector-property and reporting concepts used by the space radiation profiles. Radiation types are in SpaceRadiationTypeCS; detector hardware types are in RadiationDetectorTypeCS.","ValueSet/space-radiation-dose-codes-vs,ValueSet/organ-dose-codes-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-radiation-type-cs,0.7.0,active,,SpaceRadiationTypeCS,Space Radiation Type Code System,"Types of radiation encountered in space environments","ValueSet/space-radiation-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-specimen-type-cs,0.7.0,active,,SpaceSpecimenTypeCS,Space Specimen Type Code System,"Specimen types collected during spaceflight with microgravity-adapted methods","ValueSet/space-specimen-type-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-surgical-procedure-cs,0.7.0,active,,SpaceSurgicalProcedureCS,Space Surgical Procedure Code System,"Surgical procedures adapted for spaceflight austere environments","ValueSet/space-surgical-procedure-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/space-transfusion-procedure-cs,0.7.0,active,,SpaceTransfusionProcedureCS,Space Transfusion Procedure Code System,"Transfusion procedures adapted for spaceflight and austere environments","ValueSet/space-transfusion-procedure-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/sterilization-method-cs,0.7.0,active,,SterilizationMethodCS,Sterilization Method Code System,"Sterilization methods for planetary protection bioburden reduction","ValueSet/sterilization-method-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/suit-provisioning-status-cs,0.7.0,active,,SuitProvisioningStatusCS,Suit Provisioning Status Code System,"Provisioning and logistics status of EVA suit assets","ValueSet/suit-provisioning-status-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/telemedicine-equipment-cs,0.7.0,active,,TelemedicineEquipmentCS,Telemedicine Equipment Code System,"Medical equipment used for telemedicine in spaceflight","ValueSet/telemedicine-equipment-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/telemedicine-modality-cs,0.7.0,active,,TelemedicineModalityCS,Telemedicine Modality Code System,"Telemedicine modalities for spaceflight medical operations","ValueSet/telemedicine-modality-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/temperature-measurement-method-cs,0.7.0,active,,TemperatureMeasurementMethodCS,Temperature Measurement Method Code System,"Methods of body temperature measurement relevant to spaceflight","ValueSet/temperature-measurement-method-vs"
https://awatson1978.github.io/aerospace-medicine-ig/CodeSystem/underwater-communication-cs,0.7.0,active,,UnderwaterCommunicationCS,Underwater Communication Systems,"Communication systems and protocols for underwater training operations","ValueSet/underwater-communication-systems-vs"
